fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.144414060119097,0.7818839785854804,0.14171612775486753,0.9,0.08633734860238643,18.860611094329293,7.71578950469224,0.9962367378091735,3.2589489275675647,0.8233858877294542,10.751920648029252,5
8.064950688008986,0.6964340629242984,0.24254145256405163,2.35318900827971,0.1189701264274327,13.759415467049994,42.22992881254442,0.9984802513282105,3.27614160525818,0.3755757178740241,10.278598764778955,4
9.401070514771177,0.5407334665856314,0.11944021501000737,3.5630925471799673,0.07765406205467039,5.592902155055787,67.91077439696323,0.9966529111648772,3.378347036513289,0.561131270251373,10.184847439465852,5
10.889150755893644,0.41355138001299674,0.21148730936858237,15.5,0.01,1.0,27.934136066289334,0.9978316054514409,3.191016820418945,0.514560293050094,11.9499505630533,5
7.90193926297033,0.6556801964504462,0.0,7.128523600776951,0.10262599993666689,19.005919581782784,20.20793079839942,0.9957484539125364,3.4473480706387516,0.3518362459375657,11.004039343114203,4
7.901967173186394,0.600827369375915,0.31052580440085836,1.0826364133211843,0.1343099986180519,9.430130274577245,19.262703777784875,0.9974598486908359,3.4879623385776415,0.4844693430444002,9.817007775126177,5
10.984661786362565,0.6911347796049918,0.2702290403188226,4.646045677770806,0.14726037979692616,4.213750490021097,38.467276786407666,0.9985555952617554,3.1616691478546626,1.075013493695108,9.933076490649043,5
9.604639039559945,0.6443309243027545,0.1147531600970438,12.09309411292481,0.06921746151781097,26.170174277795724,53.02961017157655,0.9955354009005258,3.2363690657659654,0.7636166823561149,9.847154834703746,5
7.501893543910582,0.7189194887574804,0.395256677002157,3.0632105598692774,0.09382994860030967,7.061172175844733,89.97696715670773,0.998562716239613,3.230210273756186,0.9859389546629782,11.362213583738283,5
9.22235207409614,0.43365766191909777,0.44813832614904614,10.196215484387546,0.08937520811126684,2.13401535457622,7.177455158581811,0.9971047455374551,3.7048579307016247,0.8009467348031171,10.061037607601548,5
7.512189922218815,0.7671309318141787,0.0,1.122152066861841,0.1570207236838536,13.17891307671949,83.9084381891435,0.9990909204809645,3.245514984218817,0.5338866626285592,8.427531147300435,4
7.508259418930564,0.5655679288446319,0.1250822920724193,0.9,0.048907036628454095,28.81301906076574,43.581223134986516,0.996597160199846,3.56164381632342,0.5950988965654127,10.346848353392222,5
8.711335861662258,0.9035469570725478,0.12386295354041338,11.238041937666656,0.06516100574638653,4.267314456178049,66.10990620293656,0.9977624893103242,3.1200052007340084,0.7600341506408523,8.709271398759277,4
5.047423584081744,0.40594619274387783,0.09141841078931576,3.4121509459204384,0.0477681454558591,20.763979750294435,57.873248400377825,0.996918787536643,3.1615523550753455,0.7343760545904162,12.802653661930393,5
5.367639684727845,0.8424734845697449,0.42760021996703224,3.6411664062967066,0.018889925413694306,1.5314030439630653,39.90031918949681,0.9968075754759188,3.20700932022277,0.5618518573295833,9.337765294768046,5
7.344111200290347,0.5656239410232766,0.23317303363316735,5.774364100873103,0.09864599750944784,30.193037210914024,38.99783693940874,0.9975178608564513,3.1831466032830216,0.40330116100153485,10.221948758106496,4
6.57818709543148,0.4127447593493993,0.21974218015098398,6.9494160986785705,0.1622610215935466,15.213878117168361,48.7608930881046,0.9980736149384498,3.2698151898762253,1.2189194018560856,10.684023008171252,6
8.834220465411967,0.44290054987022215,0.0,0.9,0.07767123044979213,3.850129505824459,33.30908669072272,0.994500870176152,3.2036832695917754,0.6360045557017231,10.082476023252847,5
6.756359071613942,0.4723374845250224,0.39072942573975306,2.859358598912698,0.045550858787472684,19.470508161400407,34.97169462215501,0.9998672672176357,3.187098761089814,0.6046243881589546,10.080966558387189,5
5.8990837077300045,0.606349870352345,0.03454090497784023,5.2319417083342845,0.09578240600490721,7.400829830354308,54.521210910621406,0.9932806739189004,3.483770799470999,0.6792668588639014,10.864010014776966,5
10.791602907166643,0.62411038784639,0.2813871997506024,6.93810518842635,0.11468855440231482,5.163599284068535,23.335251769861088,0.9956303757805222,3.493569043376975,0.618736139817125,12.078837554675907,5
7.91618028917289,0.4267339992910558,0.3227016182120565,2.1214087659313834,0.0796509325404811,7.266830993781559,69.63468766458433,0.9968114618584702,3.4523944747562973,0.6808639143099323,11.244259989999028,6
8.414797947969472,0.5256161733930231,0.5285251332093437,4.24172708212565,0.1529661606018463,18.12128161355493,66.42140714165139,0.9978247119381719,3.388599843337649,0.8787810386397913,12.026365266430897,6
5.877928083437125,0.9156086645501355,0.02132412416736872,3.055026817993908,0.048818990968486464,4.869487767447689,28.962545001657073,1.0001523450554828,3.323911459866933,0.6388267584533079,9.248718981097149,3
